InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,ItemTotal
562031,85099F,JUM@BO B$A%G STRAWBERRY,4,01-08-2011 05:37 PM,2.08,16984.0,United Kingdom,8.32
551953,22665,RE&CIPE BOX* B*L^U#E^ SKETC$HBOOK& %DE*SI!GN%,6,2011.05.05 11:53:00,2.95,13448.0,United Kingdom,17.700000000000003
581334,22179,S@ET 10 LIGHT$S N#IG%HT OWL,1,2011.08.12 12:07:00,6.75,17841.0,United Kingdom,6.75
562417,22791,T-LIGHT GLASS FLUTE#D ANT!IQUE@,24,08/04/2011 16:32:00,2.46,,United Kingdom,59.04
545559,22999,TRAV$EL CARD WALLET RETR^O PE@TALS*,2,03-03-2011 03:31 PM,0.42,15005.0,United Kingdom,0.84
540468,84870B,BLUE @G@EISHA GIRL,2,01/07/2011 13:55:00,2.51,,United Kingdom,5.02
550006,22683,FR%ENCH! BLU%E% METAL DOOR %SIGN 8*,1,14/04/2011 10:10:00,1.25,17841.0,United Kingdom,1.25
557956,22383,LUNCH B#AG SUK#I  D^ESIG&N#,1,06-23-2011 07:20 PM,1.65,18283.0,United Kingdom,1.65
544070,47591D,P#INK FAIRY CA#KE %CHIL!D&RENS@ ^APR%ON,16,02-15-2011 02:19 PM,1.95,15370.0,United Kingdom,31.2
571193,79321,CHI&L@LI% LIGHTS,24,14/10/2011 11:56:00,4.95,15484.0,United Kingdom,118.8
580399,84378,SE^T OF 3 $HEART &COOKIE C#UT*TERS,4,04-12-2011 11:45 AM,1.45,13471.0,United Kingdom,5.8
539739,22669,RED BABY BUN#T&ING,1,21/12/2010 15:19:00,5.91,,United Kingdom,5.91
568781,23170,RE!GE&NCY T&EA PLA$TE R@OSES,96,2011.09.29 08:28:00,1.45,14952.0,United Kingdom,139.2
556517,22962,JAM J%AR WI$TH PINK ^LID*,12,13/06/2011 10:52:00,0.85,12481.0,Germany,10.2
555832,21754,HOME BUILDING BLOCK* WORD,6,2011.07.06 12:19:00,5.95,15969.0,United Kingdom,35.7
542928,22551,PLAST#ERS I$N T@IN SPACEBOY$,12,02/02/2011 10:22:00,1.65,17863.0,United Kingdom,19.799999999999997
570125,84991,6@0@ $T!E&ATI!ME FAIRY@ C&AKE CASES!,24,07-10-2011 01:14 PM,0.55,17509.0,United Kingdom,13.2
581404,22931,BAKING^ MOULD$ HEART% WHIT!E &CHOC!OLATE,6,2011.08.12 13:47:00,2.55,13680.0,United Kingdom,15.3
539436,22317,FIVE *CA%TS H$ANGI&N*G DECOR*AT!ION*,1,12-17-2010 02:49 PM,5.91,,United Kingdom,5.91
558126,22804,CAND$L@E^HOLDER P!INK HANGIN*G HE%AR@T#,32,2011.06.27 10:29:00,2.55,15482.0,United Kingdom,81.6
540418,21494,ROTATI#NG L!EAVES T^-LIG&HT# ^HO!LD&ER,8,2011.07.01 11:04:00,1.66,,United Kingdom,13.28
577010,22077,6 R#IB*BONS RUS*TIC %CHA&R^M@,13,17/11/2011 12:11:00,1.95,15506.0,United Kingdom,25.35
556915,22992,R^EVOL@VER WO@ODEN^ RUL#E!R,1,15/06/2011 13:35:00,1.95,15036.0,United Kingdom,1.95
540551,84563A,PINK* & W%HITE *BREAKFAST@ TRA*Y,1,01/10/2011 09:43:00,4.21,,United Kingdom,4.21
557271,22916,HERB M^A^RKER %THYME,6,19/06/2011 11:41:00,0.65,17769.0,United Kingdom,3.9
542434,22189,CREAM %HEART CARD %HOLDER,8,01-28-2011 10:47 AM,3.95,16755.0,United Kingdom,31.6
576617,23370,SET! 3*6 COLO&U#R !PENC*ILS@ D@OILEY,3,15/11/2011 16:57:00,2.46,,United Kingdom,7.38
577316,22992,RE%VOLVE!R WOODEN RUL^ER,12,18/11/2011 13:30:00,1.95,12578.0,Italy,23.4
553189,22423,REG&ENC^Y$ CAKESTAND 3* *TIER,2,2011.05.15 13:14:00,12.75,15033.0,United Kingdom,25.5
559289,22381,TOY T$IDY& PINK PO%LKADOT,3,07-07-2011 12:22 PM,2.1,15719.0,United Kingdom,6.300000000000001
566819,23356,LO%VE HOT WATER B^OT&TLE,2,09-15-2011 11:25 AM,5.95,17214.0,United Kingdom,11.9
536685,84406B,CREAM &CUP$ID H$EARTS CO*AT HA#NGE$R,6,2010.02.12 12:23:00,2.75,17850.0,United Kingdom,16.5
580164,23234,BI&S@CUIT TIN VI!NT!AGE $C&HRI@S&TMAS^,6,2011.02.12 11:16:00,2.89,18097.0,United Kingdom,17.34
548737,22027,TEA PARTY B&IRTHDAY! C^AR%D,12,04/04/2011 11:18:00,0.42,12682.0,France,5.04
567472,85099B,JU#M*B^O BA$G R#E@D RETROSPOT,10,09-20-2011 12:47 PM,2.08,15039.0,United Kingdom,20.8
C549230,22178,V^ICTO@RIAN GLASS &HA*NGING @T-*L!I$GHT,-12,04/07/2011 10:59:00,1.25,12949.0,United Kingdom,-15.0
577778,71477,COLO%U%R GL@A^SS. STA$R T-#L*IGH@T H#OLDER,1,2011.11.21 16:10:00,3.95,16549.0,United Kingdom,3.95
566572,23245,S!ET OF 3 $R@EGEN@CY CA$K!E TIN&S,4,13/09/2011 12:52:00,4.95,13488.0,United Kingdom,19.8
574710,23409,P@HOT*O! FRAME LINEN &AN%D LA&CE% L$ARGE,2,06-11-2011 02:17 PM,3.75,15427.0,United Kingdom,7.5
560434,21197,M$U#LTIC#OLOUR  CON!FETTI IN$ TUBE,1,18/07/2011 15:56:00,0.83,,United Kingdom,0.83
548747,21212,PACK OF 72 RETROSP$O^T CAKE CASES,24,04-04-2011 12:17 PM,0.55,15223.0,United Kingdom,13.2
571291,48173C,DOORMAT BLACK FLOCK,1,16/10/2011 15:44:00,8.25,13610.0,United Kingdom,8.25
570444,23365,S$ET# 12 COLOUR^ &PENCILS$ %L^OVE# LONDON,1,10/10/2011 14:38:00,0.65,17284.0,United Kingdom,0.65
544681,22730,ALARM CLO&CK BAK@ELIK@E* %IVORY,1,02-22-2011 04:28 PM,3.75,,United Kingdom,3.75
554380,21922,U*NION *S#TRIPE WI*TH& FR*I%NGE^  HA^MMOC#K,6,05-24-2011 11:45 AM,7.95,16709.0,United Kingdom,47.7
552232,84912A,PIN#K RO!SE WASHBAG,1,06-05-2011 03:54 PM,3.29,,United Kingdom,3.29
547396,22076,6! $RIBBONS# EMPI^RE,2,22/03/2011 16:54:00,2.46,,United Kingdom,4.92
545148,47591D,PINK *FAIRY% CAKE CHILDRE!NS APRON,8,28/02/2011 12:14:00,1.95,13675.0,United Kingdom,15.6
581471,48138,DO!O*R&M$AT UNION FLAG,1,12/08/2011 19:29:00,8.25,14702.0,United Kingdom,8.25
562929,21497,FANCY$ FO#NTS BIRTHDAY WR^AP,25,2011.10.08 15:37:00,0.42,17562.0,United Kingdom,10.5
560225,22494,EMERGENCY FI@RST A$I^D TI^N@,1,15/07/2011 16:27:00,2.46,,United Kingdom,2.46
550106,21584,RETR%OSPOT %SM^AL#L TUBE^ MATCHES,1,04-14-2011 12:31 PM,1.65,13772.0,United Kingdom,1.65
558614,21060,PART!Y #IN!V*I@T@ES BALLOON GI*RL,1,06-30-2011 03:56 PM,0.83,,United Kingdom,0.83
C539072,22394,PAP*ERW^EIGHT KINGS CH@OICE^,-6,12-15-2010 05:05 PM,2.55,15664.0,United Kingdom,-15.3
540099,21314,S@M#A@LL^ GLASS HE&ART TRINKET POT,8,01/04/2011 16:41:00,2.1,15808.0,United Kingdom,16.8
554546,22037,ROBO$T BI&RTHDAY^ &CARD,5,05-25-2011 09:37 AM,0.42,,United Kingdom,2.1
581219,22379,RE^C#YCLIN^G BAG RETROSPOT,2,08-12-2011 09:28 AM,4.13,,United Kingdom,8.26
566561,22614,PACK% OF 12 SPACEBOY TIS!SUE*S,24,2011.09.13 12:13:00,0.39,18145.0,United Kingdom,9.36
576840,23296,SET OF 6# !TEA #T*IME BAKING #C!A%SES,1,2011.11.16 15:23:00,3.29,,United Kingdom,3.29
576518,84279P,C$HER^R@Y BLOSSOM  D&EC$ORATIVE $FLA$SK&,1,11-15-2011 12:25 PM,3.75,16361.0,United Kingdom,3.75
C542913,21041,R#E$D* RET%ROSPOT OVE^N GLOVE@ DOUBL!E,-1,2011.01.02 15:57:00,2.95,16779.0,United Kingdom,-2.95
561028,23019,SM$ALL #APOTH^ECAR#Y $M!E&AS$URING @JAR,1,2011.07.24 11:06:00,8.25,17769.0,United Kingdom,8.25
557496,21929,JU&M*BO BAG^ P#INK VINTAG#E PAISLE*Y,1,06-20-2011 03:19 PM,4.13,,United Kingdom,4.13
547772,22286,"DEC!OR&ATION *, WOB#BL^Y RABBI@T^ , METAL",2,25/03/2011 11:34:00,1.65,17979.0,United Kingdom,3.3
571883,21617,4 LILY  #B@O!T*AN^ICAL @DI*NN$ER CANDLES@,1,19/10/2011 13:58:00,1.25,14704.0,United Kingdom,1.25
539463,22927,G#REEN G!IAN&T^ GARDEN $THERMOMETER*,2,12-19-2010 11:19 AM,5.95,18077.0,United Kingdom,11.9
580983,22971,Q#U^EENS GU*ARD COFFEE *MUG^,1,12/06/2011 16:26:00,4.96,,United Kingdom,4.96
560972,23321,SM@ALL# ^WHI%T^E HEA^RT OF WIC%KER&,12,2011.07.22 11:44:00,1.65,14209.0,United Kingdom,19.799999999999997
579440,22720,S%ET^ $OF 3 $CA@K#E# TINS PANTRY @DESIGN,3,11-29-2011 01:32 PM,4.95,14388.0,United Kingdom,14.85
570672,85040A,S/4& *PINK FLOWER CANDL#ES @I!N %B%OWL*,12,10/11/2011 14:52:00,1.65,12536.0,France,19.799999999999997
576860,23284,DOORMA*T& KEEP CA!L&M #AN^D CO&M@E! I$N,1,16/11/2011 15:58:00,8.25,17602.0,United Kingdom,8.25
562272,22156,HEA^RT& DECOR&ATION W$ITH PEARLS,12,2011.04.08 08:18:00,0.85,12971.0,United Kingdom,10.2
544692,22607,WOODEN *R&OUN@D#ERS $GA@RDEN SET,4,02-23-2011 09:14 AM,9.95,17499.0,United Kingdom,39.8
541282,22052,V!INTAG@E CA#RAVAN &GIFT WRA#P,25,01-17-2011 12:31 PM,0.42,17690.0,United Kingdom,10.5
558877,20719,WOODLAND *CHARL^OTTE BAG,1,2011.04.07 13:50:00,0.85,17841.0,United Kingdom,0.85
546950,22505,MEMO& BOARD !COTTAGE DE$SIGN*,1,03-18-2011 11:24 AM,4.95,16511.0,United Kingdom,4.95
581237,23328,SET 6 SCHOOL% MI&LK !B#OT&TLE#S IN$ $CRATE,6,08-12-2011 10:40 AM,3.75,15443.0,United Kingdom,22.5
569479,23349,ROLL WRAP *VIN$T^AGE CHRI^ST%MA*S,72,2011.04.10 12:41:00,1.04,13408.0,United Kingdom,74.88
564974,21932,SCAND*INAVI!A$N P$AISLEY PICNIC !BAG^,2,2011.08.31 15:32:00,2.46,,United Kingdom,4.92
550836,21340,CLASSIC# !METAL *BIRDCAGE $PLAN#T HO!L$DER,1,21/04/2011 10:55:00,12.75,14759.0,United Kingdom,12.75
542374,21916,SE*T 1*2 RETRO WHI%T^E^ @CHAL@K! STICKS,24,01-27-2011 01:40 PM,0.42,15696.0,United Kingdom,10.08
548552,22168,ORGANISER WO%OD ANTI$QUE $WHI$TE,2,2011.01.04 09:06:00,8.5,17613.0,United Kingdom,17.0
551954,20835,FREN*CH LAT*T%ICE #C%USHION C@OVE%R,6,05/05/2011 12:13:00,0.83,14515.0,United Kingdom,4.9799999999999995
573585,22423,REGEN&CY% CA%KESTAND 3 ^TIER,6,10-31-2011 02:41 PM,24.96,,United Kingdom,149.76
557798,21975,PAC@K OF %60 DINOSAUR^ CAKE CASE#S*,24,23/06/2011 09:38:00,0.55,16187.0,United Kingdom,13.2
572294,22514,CHILDS GARDE!N SPADE% BLUE,4,2011.10.23 13:10:00,2.1,13471.0,United Kingdom,8.4
543909,22521,CHI$LDS GA@RDEN ^TRO#WEL P&INK,1,02-14-2011 12:32 PM,1.63,,United Kingdom,1.63
578344,22478,BI^RDH*OU^S&E@ $GA$RDEN MAR&K!ER,1,24/11/2011 09:21:00,2.46,,United Kingdom,2.46
539478,22834,HA@N^D# WAR^MER BA*B^USHKA DESIGN,2,2010.12.19 15:07:00,2.1,17343.0,United Kingdom,4.2
579744,21015,DARK BIRD H^OU&SE T#REE !DECORA$TION,5,2011.11.30 14:38:00,0.29,,United Kingdom,1.45
545658,22133,P&I@NK LOVE HEA^RT! $S#HAP@E CU$P,1,2011.04.03 14:13:00,0.85,14670.0,United Kingdom,0.85
559864,22208,WOOD *STAMP SET% THANK YOU,12,2011.07.13 10:38:00,0.83,14916.0,United Kingdom,9.96
574950,22440,BALL%OO&N WATER BO%MB PACK OF 35,1,2011.08.11 09:29:00,0.83,,United Kingdom,0.83
564489,23207,LU%N!CH ^B&AG# ALPHA#BET! DES%I!GN,10,2011.08.25 14:13:00,1.65,15950.0,United Kingdom,16.5
565233,21934,SKU$L^L SH*OULDE%R BAG,7,2011.02.09 09:34:00,1.63,,United Kingdom,11.41
545049,22916,HERB M@ARKE!R THYM!E%,12,27/02/2011 11:53:00,0.65,15046.0,United Kingdom,7.800000000000001
570697,23212,HEART &WRE#AT^H DEC^O!R*ATI*ON WI*TH !BE@L&L,12,12-10-2011 09:10 AM,1.25,15281.0,United Kingdom,15.0
559163,22953,BIR&TH!DAY PAR*T#Y C!ORDON$ BARR#I&E^R% T!APE,1,06-07-2011 04:33 PM,0.83,,United Kingdom,0.83
569248,22910,PAP!ER^ CH&A*IN KIT VINTA@GE@ &CHRISTMAS,12,10/03/2011 10:09:00,2.95,12886.0,United Kingdom,35.400000000000006
580490,21166,COOK* W!ITH $WINE !META%L& SIGN,12,2011.04.12 12:48:00,2.08,15773.0,United Kingdom,24.96
537240,21704,BAG 250g SWIRL&Y M!A#R*BLES,1,06-12-2010 10:08 AM,1.66,,United Kingdom,1.66
556070,21166,COOK! &WITH W!I@N@E @METAL* SIGN,24,2011.08.06 14:51:00,2.08,17873.0,United Kingdom,49.92
580367,22360,GLAS!S JAR ENGLIS%H C@ONFECT@IONERY,2,02-12-2011 04:39 PM,5.79,,United Kingdom,11.58
559552,23198,PANT%RY $MAGN^ETIC  SHOP#PIN#G L#IST,2,2011.10.07 16:29:00,1.45,16014.0,United Kingdom,2.9
555896,23306,SET &O^F %36 DOILI$ES @P@ANT^R@Y DESIG&N!,13,06/07/2011 16:04:00,1.45,15640.0,United Kingdom,18.85
554157,23207,L#UNCH# BAG# ALPHA@B%ET &DESIGN,1,2011.05.23 11:33:00,1.65,18283.0,United Kingdom,1.65
575886,21175,GIN% + TONIC @DI*ET METAL S&IG^N,2,11-11-2011 01:57 PM,2.55,12517.0,Germany,5.1
573406,23318,BO*X *OF 6 MINI# V*INTAGE CR#ACKE@RS,6,2011.10.30 15:57:00,2.49,14112.0,United Kingdom,14.94
539307,21882,SKUL^LS TAPE,192,12-16-2010 05:43 PM,0.19,13694.0,United Kingdom,36.48
545001,21876,P@O^TTERING &MUG,24,2011.02.25 12:40:00,1.25,16841.0,United Kingdom,30.0
538177,35957,SMA*LLF#OL&KART BAUBLE CHRI@STM#AS %D#EC&,4,10-12-2010 09:51 AM,1.66,,United Kingdom,6.64
540352,84509E,S&E$T &O!F $4* CARO%U!SEL @PLA*CEM@ATS,1,06-01-2011 02:27 PM,3.36,,United Kingdom,3.36
546172,22089,P^APER% %BUNTIN@G* VI@N#TAGE #PAI$SLE!Y,6,10-03-2011 10:32 AM,2.95,14156.0,EIRE,17.700000000000003
560697,21159,MOODY$ BOY  D$OOR& H!A%NGER,24,2011.07.20 12:16:00,0.39,14401.0,United Kingdom,9.36
558248,20914,SET/%5 RE&D @RE&TROSPOT* LID GLASS ^B@OWLS,32,06-27-2011 04:48 PM,2.55,13798.0,United Kingdom,81.6
548361,85132A,C!HARLIE +$ LOLA BISC@UITS TI^NS,2,2011.03.30 15:38:00,9.95,16092.0,United Kingdom,19.9
563532,23241,TREASURE TIN !GYMKHANA DESIGN,6,17/08/2011 11:04:00,2.08,17511.0,United Kingdom,12.48
559499,85049g,CHO@COLA$TE B^OX R*I&B%BONS,1,07/08/2011 14:22:00,2.46,,United Kingdom,2.46
575748,22726,ALAR^M@ $C*L&OCK BAKELIKE# GR%EEN,14,11-11-2011 10:21 AM,8.29,,United Kingdom,116.06
553661,22699,R!O#SES REG%ENCY* TEAC$UP AND S&AUCER,24,2011.05.18 11:59:00,2.55,13572.0,United Kingdom,61.2
553369,23284,D%OORMAT^ KEEP# CALM AND$ COM*E IN,2,05-16-2011 02:30 PM,7.95,15044.0,United Kingdom,15.9
538524,84598,BOY!S ALPHAB$E#T# I@RON ON #P%A^T%CHES#,10,2010.12.13 09:35:00,0.43,,United Kingdom,4.3
560260,22665,RECI#P#E BOX% &BLU!E SKETC$HBOOK D#ESIGN,1,2011.07.17 13:32:00,2.95,14044.0,United Kingdom,2.95
557849,21929,JUMBO BAG P&INK^ VINTAGE# PAI@SLEY,10,23/06/2011 10:52:00,2.08,17613.0,United Kingdom,20.8
574837,23583,LUN&CH BAG% PAISLEY& P*ARK,10,2011.07.11 11:33:00,1.65,15785.0,United Kingdom,16.5
576383,23130,M!ISTLET!O@E HEAR%T WR#EA$T#H #GREEN,4,2011.11.15 09:31:00,4.15,12883.0,United Kingdom,16.6
C549253,22727,A$LARM &CLOCK BAKELIKE! RED,-1,07-04-2011 12:20 PM,3.75,12408.0,Belgium,-3.75
576357,23489,"G%AR!LAND, V!I$NTA*GE !BELLS",6,11-14-2011 04:57 PM,2.89,15660.0,United Kingdom,17.34
544676,22999,TRAV#E*L$ ^CARD WALLET# RETRO# PETA!L@S$,2,2011.02.22 16:03:00,0.42,17841.0,United Kingdom,0.84
541699,35648,VINTAG@E B*EAD PI%NK@ PURSE,48,21/01/2011 09:03:00,0.85,17744.0,United Kingdom,40.8
547656,22083,PA#PER CHAIN$ KIT R!E*TROSPOT,1,03-24-2011 12:53 PM,2.95,13263.0,United Kingdom,2.95
561320,21523,DOORMAT FA#N%CY# FONT HOME^ @SWEET HOME%,1,07-26-2011 12:57 PM,7.95,16942.0,United Kingdom,7.95
544368,22520,CHI#LDS GARDEN TR&O^WE^L *BLU$E,6,18/02/2011 11:27:00,0.85,14057.0,United Kingdom,5.1
564199,85184C,S@/4 VA#LEN$TI!NE# DECO&UP&AGE HE^AR%T BO$X,1,08-23-2011 05:31 PM,2.95,13263.0,United Kingdom,2.95
568590,23407,SET& %OF& 2 TRAY$S HOME SWEET !HOME,2,2011.09.28 10:29:00,9.95,13126.0,United Kingdom,19.9
549586,22499,WO*O@DEN %UN#ION J*A%CK BUNTIN%G,6,2011.11.04 10:00:00,8.29,,United Kingdom,49.739999999999995
575176,84832,ZINC! WI&LLIE ^WINKIE % CAND$LE& *STICK,4,2011.08.11 18:29:00,1.63,,United Kingdom,6.52
543546,21942,SKULLS DESIGN FLANNEL%,1,09-02-2011 04:52 PM,1.63,,United Kingdom,1.63
566597,22993,SE^T OF *4 @P%ANTRY JELL!Y MOULDS,12,09-13-2011 03:23 PM,1.25,14194.0,United Kingdom,15.0
575117,22470,HE&ART O#F WICK!ER LARGE,1,08-11-2011 02:22 PM,2.95,12748.0,United Kingdom,2.95
575515,22423,R*EGENC*Y ^CAKESTA@ND& 3 TIE&R,16,10-11-2011 10:41 AM,10.95,17315.0,United Kingdom,175.2
553487,21731,RED !TOAD@STOO@L LED NIGH&T LIGH$T,10,2011.05.17 12:38:00,1.65,13246.0,United Kingdom,16.5
544470,22713,C$ARD I% LOVE L^OND%ON,12,21/02/2011 08:38:00,0.42,12707.0,France,5.04
555397,22654,DELUXE S#EWIN@G KIT,1,2011.02.06 17:26:00,11.63,,United Kingdom,11.63
572549,23171,REGENCY T&EA PLATE! *GR!EEN,2,10-24-2011 05:03 PM,3.29,,United Kingdom,6.58
537846,22083,PAP!ER CHA#IN KI%T RETR#OSPOT*,6,2010.08.12 15:25:00,2.95,15347.0,United Kingdom,17.700000000000003
538566,84510A,SE&T OF& 4* E!NGLI!SH ROSE COASTERS,2,13/12/2010 11:21:00,2.51,,United Kingdom,5.02
540415,21210,S#E%T O#F 72@ R$ETR%OSPOT PA%PER  DOILIES,6,2011.07.01 10:47:00,1.45,16889.0,United Kingdom,8.7
557324,85131B,BEAD$ED CRY^STAL HEA$RT &GREEN ^ON STIC!K,1,20/06/2011 09:41:00,0.83,,United Kingdom,0.83
539595,22379,R&E&CY&CL*ING ^BAG RE$TROSPOT,1,12-20-2010 01:43 PM,4.21,,United Kingdom,4.21
540146,22134,LA&D@LE %LOV$E HEA#RT@ R*ED@,12,2011.05.01 10:51:00,0.42,15002.0,United Kingdom,5.04
560504,22908,PACK %OF 2$0 NAPKI&NS R#ED# #APP*LES,24,2011.07.19 11:47:00,0.85,13081.0,United Kingdom,20.4
576617,82551,L%AUN!DRY !1^5C ME&TAL% S$IGN,2,2011.11.15 16:57:00,2.46,,United Kingdom,4.92
557474,22053,EMPIRE D!ESIG^N& #RO^SETTE,10,2011.06.20 13:29:00,1.25,12432.0,Norway,12.5
545901,22496,SE*T% OF 2 ROUN&D TI!NS DUTCH CHE$ES^E^,2,07-03-2011 05:52 PM,2.95,15834.0,United Kingdom,5.9
579516,23426,MET@AL ^SI@GN DROP YO*UR% $PANTS,1,29/11/2011 17:52:00,2.89,17841.0,United Kingdom,2.89
577479,22317,FIVE CA@TS$ HA!NGING DECOR&ATION,6,20/11/2011 11:34:00,2.95,14911.0,EIRE,17.700000000000003
549251,22383,LUNCH B!AG SU!KI  DESI#G@N,3,2011.07.04 12:16:00,1.65,14449.0,United Kingdom,4.949999999999999
565232,22204,MILK PAN# BL%UE POLK&A*DOT!,1,02-09-2011 09:30 AM,7.46,,United Kingdom,7.46
547902,22980,PANT*RY SCRUBBI$N@G BRUSH,1,28/03/2011 11:58:00,1.65,17765.0,United Kingdom,1.65
544211,20981,12 P&E^NCILS &T%A^LL TUBE WO&ODLA@ND,12,17/02/2011 11:05:00,0.85,13018.0,United Kingdom,10.2
556447,20984,12 P$ENCI$LS# %TALL TUBE# P&O*SY,24,06/10/2011 15:37:00,0.29,15632.0,United Kingdom,6.959999999999999
570871,51014C,"FEATHER^ PEN,CO!AL& BLACK",1,10/12/2011 16:36:00,0.83,,United Kingdom,0.83
556108,21508,VINTAG*E &KID &DOLLY C&ARD^,1,06/08/2011 17:59:00,0.83,,United Kingdom,0.83
561515,47566,PA^R^TY $BUN*TIN*G,23,27/07/2011 15:16:00,5.79,,United Kingdom,133.17
538156,22749,FE%L$TCRA&FT P^RINC*E@SS CHARLOTTE$ ^DOLL,2,09-12-2010 04:53 PM,3.75,15555.0,United Kingdom,7.5
546008,22103,MIRROR MOSA%IC@ T^-LI#GHT H&OL#DER ROUND#,1,2011.08.03 15:43:00,3.29,,United Kingdom,3.29
578827,22170,PICTURE #FR@AME$ WOOD TRIPL*E P%OR&T*RAIT$,1,25/11/2011 14:25:00,13.29,,United Kingdom,13.29
566169,84660A,W!HITE S&TIT#CHED WAL&L CLOCK,20,09-09-2011 12:09 PM,0.79,14414.0,United Kingdom,15.8
559812,23323,WHITE W%I!CKER* STAR,5,12-07-2011 03:29 PM,2.1,15051.0,United Kingdom,10.5
544928,85116,BLACK CA!NDELABRA T-L*IGHT HOLDER,7,2011.02.24 18:07:00,1.63,,United Kingdom,11.41
558232,84510A,SET &O^F %4 ENGLIS$H RO#SE COASTERS,1,2011.06.27 14:30:00,1.25,17841.0,United Kingdom,1.25
545698,22663,J@U*MBO $BAG DO#LLY G#IR*L DESIG!N,1,03/06/2011 14:44:00,1.95,15572.0,United Kingdom,1.95
569374,23368,S$ET 12 COLOUR PENCILS DOLLY! G@IR@L,1,2011.03.10 16:14:00,1.25,,United Kingdom,1.25
564856,20767,BLUE PAISLEY JO*UR!NAL,36,2011.08.31 09:11:00,2.1,12477.0,Germany,75.60000000000001
575336,23582,VINTA@GE D%OILY JU$MBO BAG R@ED,2,09-11-2011 01:58 PM,2.08,14968.0,United Kingdom,4.16
537441,84029E,RE%D WOOL^LY HOTTI%E &WHITE HEART%.^,3,06-12-2010 05:26 PM,3.75,13564.0,United Kingdom,11.25
567484,22844,VIN^TAGE CREA^M DOG^ FOO&D% CON$TAINE%R,2,09-20-2011 01:52 PM,8.5,17340.0,United Kingdom,17.0
568574,84991,60 T$E*ATIME F%A&IRY CAKE^ CASES&,24,28/09/2011 09:15:00,0.55,13862.0,United Kingdom,13.2
557872,21977,P$A&C^K OF 60 P*I!NK$ PAISLEY CAK&E CASES,24,23/06/2011 12:42:00,0.55,14911.0,EIRE,13.2
565919,23243,SET *O!F TEA &COFFEE% SUGA*R TINS PA*NTR@Y,1,2011.07.09 16:48:00,10.79,,United Kingdom,10.79
559807,21123,SET/10 IVORY P#OLKA&DO!T P@A&RTY# C*A&NDLE@S#,1,2011.12.07 14:48:00,1.25,17841.0,United Kingdom,1.25
539739,22311,OFFI$CE MUG WARMER BLACK+S*ILVER,2,21/12/2010 15:19:00,8.47,,United Kingdom,16.94
543984,22636,CH^IL^DS BREAKFAST^ SE@T CI@RCUS P*A&RADE,2,15/02/2011 09:35:00,8.5,15601.0,United Kingdom,17.0
574914,21001,ROSE DU% SUD WASHBAG,1,07-11-2011 04:16 PM,5.95,17109.0,United Kingdom,5.95
567662,22745,POPP$Y'S PLA*YHO#USE BED@ROOM,6,21/09/2011 15:12:00,2.1,17758.0,United Kingdom,12.6
549833,21171,B$ATHROOM METAL SIGN,12,04/12/2011 13:19:00,1.45,13458.0,United Kingdom,17.4
555842,22423,REGENC*Y CA@KESTA@ND 3 T%IER,3,2011.07.06 12:54:00,12.75,17874.0,United Kingdom,38.25
573280,40001,WHITE BAM#BOO RIBS LAM&PS$HAD&E,12,2011.10.28 13:42:00,0.85,14221.0,United Kingdom,10.2
564221,84509a,SET^ OF 4 #E$NGL$ISH ROS*E PLACEM#ATS,1,08-24-2011 09:36 AM,7.46,,United Kingdom,7.46
551293,20654,FIRST CL&ASS ^LUGGAGE TAG,12,27/04/2011 14:28:00,1.06,14298.0,United Kingdom,12.72
540995,85127,S!M^A#LL $SQUARE C$UT GL^ASS CAN^D%LESTICK!,34,2011.01.13 09:30:00,3.29,,United Kingdom,111.86
574328,21495,SKULLS A^ND* C$ROSSBON@ES@ W&RAP,25,11/04/2011 09:05:00,0.42,13081.0,United Kingdom,10.5
566221,85032B,BLO!S&SOM I%M$A!G$E&S GIFT W%RA#P& S@ET,1,09/09/2011 16:13:00,1.63,,United Kingdom,1.63
578347,21239,PI&NK  P#OL^KAD#O&T! !CU$P,1,11-24-2011 09:26 AM,1.63,,United Kingdom,1.63
562772,22607,WOO$DEN R$O%UNDERS& GARD%EN #SET,2,08/09/2011 12:07:00,9.95,13097.0,United Kingdom,19.9
562560,22750,FELTCRAFT P*RINC#ESS LO*LA $DOLL,2,05-08-2011 05:12 PM,3.75,14156.0,EIRE,7.5
550214,21928,JUMBO BA*G SCANDINAVIAN PA$ISLEY,2,2011.04.15 10:43:00,4.13,,United Kingdom,8.26
566204,21499,BLU*E PO$LKADOT WRA#P,25,2011.09.09 14:58:00,0.42,14628.0,United Kingdom,10.5
544341,22427,ENAMEL @FLOW&ER *J$U$G CR!EAM,3,2011.02.18 09:43:00,5.95,13012.0,United Kingdom,17.85
540551,22247,BUNN#Y DE@COR%ATI%ON MAGIC G@ARDEN,9,2011.10.01 09:43:00,0.81,,United Kingdom,7.290000000000001
558533,85123A,WHITE @H&ANGING HEART &T^-LI$GHT H$OLDER,6,06-30-2011 11:49 AM,2.95,16717.0,United Kingdom,17.700000000000003
577106,35961,FOLKART ZI!NC HE%AR&T% CHR!I%STMA&S DEC@,3,11-17-2011 05:18 PM,0.85,14456.0,United Kingdom,2.55
